Star Rating,Headline,Review Text
'4'.'0',,The three masks come on a card in a sealed pouch. Very soft while wearing and block most of the light for me.My only complaint would be they have an odd smell out of the packaging. The card they are on suggests to wash before use. I would suggest this is mandatory.
'4'.'0',No pressure on the eyes. Soft.,Good quality but chemical smell
'4'.'0',"This works well for keeping the mask off of my eyes.  I decided to wash mine before using next to my eyes, and the wash water looked like dirty muddy river water.  I washed them by themselves, in the sink, so I know the dirt came from the masks.  Be sure to wash before use!",I like having the indentation for my eyes. I do not like the foam feeling fabric.
'4'.'0',"The mask works well, but the strap is rubs on my ears and gets sore in the night. Washing it helped soften it a little.",Be sure to wash before use
'4'.'0',"It works very well blocking light, but it gets creased easily. Side sleeping has some light seep though.",A little heavy for this heat.
'4'.'0',These block light well and are comfortable with the exception of the sides. There is too much padding there which makes it uncomfortable to sleep on my side with them on.,Keeps the light out but strap could be softer
'4'.'0',They keep the light out,"Works, but it isn't as comfortable as they make it sound."
'4'.'0',,Side sleepers may find uncomfortable
'4'.'0',"These are some of the better masks I have used. Theyre super comfortable and easy to sleep in. They do let some light in around the nose, but block out most light. I would buy again.","Perfect fit for my kids, blocks out all light."
'4'.'0',Comfortable but can slide around a bit,Its dark even when its daylight.  Helps you sleep
'4'.'0',Annoying that its hand wash only but they are comfortable to sleep in and blacks out all the light,They are comfortable and work great. They smell weird and and have to be hand washed and dried before wearing.
'4'.'0',"Im in the process of ordering another set of these face masks. Ive had them for almost two years and they are great. They are domed, so no fabric touches your eyes and they block out light very well.  The adjustable elastic on them, however, is what has made me need new ones. Over time the elastic just stretches out too far making it too loose.  I highly recommend these masks.","These dont smash your eyeballs so are comfortable to wear all night. The only issue I have is it tends to slip upwards, I guess because the nose cutout isnt deep enough. Its fine though, as it doesnt come right off"
'4'.'0',"I bought this after losing my other eye mask, because I liked the price point (and I still do). I will say though, I can tell",Quick shipment. Kind of comfortable kind of not.
'4'.'0',These fit very nicely.  They do Not rub your eyelashes!  Only complaint is that they have a very strong chemical or plastic type of smell.  Hoping this goes away with time or a couple washes.,These are wonderful sleep masks
'4'.'0',Not quite light proof,Good for what it cost
'4'.'0',Work well . No complaints,"I have been using it for a long time and it greatly improved my sleep, note that you have to get used to the fact that it tingles your ears a little..."
'4'.'0',"Very soft and comfortable.  However, the fitment around the nose allows light in.","It does a good job of not touching my eyes or squeezing my head, but it lets light in from the top above the bridge of the nose.This isn't a fit issue. You can see vertical lines next to the bridge of the nose in the picture. I think they're relief cuts to allow the mask to fit better. You would have to fold the mask in half to close them entirely. These are also on the inside of the mask so when the mask is on there is still a vertical gap on either side of the nose. It's not a lot of light and it's indirect so it might not be a big deal, but for something like a light sensitive migraine it was noticeable. For most scenarios it's a quite good mask.I also have a hard time keeping it on my face all night but i have that issue with every mask I try. This one was comfortable and fit nicely at least."
